player_id,fifa_version,fifa_update_date,short_name,long_name,player_positions,overall,potential,age,dob,height_cm,weight_kg,league_name,club_name,club_jersey_number,nationality_name,preferred_foot,pace,shooting,passing,dribbling,defending,physic,mentality_penalties,player_face_url,
158023,15,2014-09-18,L. Messi,Lionel Andrés Messi Cuccittini,CF,93,95,27,1987-06-24,169,67,La Liga,FC Barcelona,10,Argentina,Left,93,89,86,96,27,63,76,https://cdn.sofifa.net/players/158/023/15_120.png,
20801,15,2014-09-18,Cristiano Ronaldo,Cristiano Ronaldo dos Santos Aveiro,"LW, LM",92,92,29,1985-02-05,185,80,La Liga,Real Madrid CF,7,Portugal,Right,93,93,81,91,32,79,85,https://cdn.sofifa.net/players/020/801/15_120.png,
9014,15,2014-09-18,A. Robben,Arjen Robben,"RM, LM, RW",90,90,30,1984-01-23,180,80,Bundesliga,FC Bayern München,10,Netherlands,Left,93,86,83,92,32,64,80,https://cdn.sofifa.net/players/009/014/15_120.png,
41236,15,2014-09-18,Z. Ibrahimović,Zlatan Ibrahimović,ST,90,90,32,1981-10-03,195,95,Ligue 1,Paris Saint-Germain,10,Sweden,Right,76,91,81,86,34,86,91,https://cdn.sofifa.net/players/041/236/15_120.png,
167495,15,2014-09-18,M. Neuer,Manuel Peter Neuer,GK,90,90,28,1986-03-27,193,92,Bundesliga,FC Bayern München,1,Germany,Right,65,50,78,45,89,90,37,https://cdn.sofifa.net/players/167/495/15_120.png,
41,15,2014-09-18,Iniesta,Andrés Iniesta Luján,"CM, LW",89,89,30,1984-05-11,170,65,La Liga,FC Barcelona,8,Spain,Right,75,72,89,91,59,63,71,https://cdn.sofifa.net/players/000/041/15_120.png,
176580,15,2014-09-18,L. Suárez,Luis Alberto Suárez Díaz,"ST, CF",89,91,27,1987-01-24,181,81,La Liga,FC Barcelona,9,Uruguay,Right,83,87,79,88,42,79,85,https://cdn.sofifa.net/players/176/580/15_120.png,
7826,15,2014-09-18,R. van Persie,Robin van Persie,ST,88,88,30,1983-08-06,187,71,Premier League,Manchester United,20,Netherlands,Left,74,90,82,83,33,68,86,https://cdn.sofifa.net/players/007/826/15_120.png,
121944,15,2014-09-18,B. Schweinsteiger,Bastian Schweinsteiger,"CM, CDM",88,88,29,1984-08-01,183,79,Bundesliga,FC Bayern München,31,Germany,Right,61,81,85,82,78,80,81,https://cdn.sofifa.net/players/121/944/15_120.png,
156616,15,2014-09-18,F. Ribéry,Franck Bilal Ribéry,LM,88,88,31,1983-04-07,170,72,Bundesliga,FC Bayern München,7,France,Right,89,78,85,92,29,62,80,https://cdn.sofifa.net/players/156/616/15_120.png,
167397,15,2014-09-18,Falcao,Radamel Falcao García Zárate,ST,88,88,28,1986-02-10,177,72,Premier League,Manchester United,9,Colombia,Right,77,86,64,81,40,73,87,https://cdn.sofifa.net/players/167/397/15_120.png,
183277,15,2014-09-18,E. Hazard,Eden Michael Hazard,"LM, RM",88,90,23,1991-01-07,173,74,Premier League,Chelsea,10,Belgium,Right,90,82,84,91,32,64,86,https://cdn.sofifa.net/players/183/277/15_120.png,
121939,15,2014-09-18,P. Lahm,Philipp Lahm,"CDM, RB, CM",87,87,30,1983-11-11,170,66,Bundesliga,FC Bayern München,21,Germany,Right,76,56,84,83,87,67,72,https://cdn.sofifa.net/players/121/939/15_120.png,
155862,15,2014-09-18,Sergio Ramos,Sergio Ramos García,CB,87,87,28,1986-03-30,183,75,La Liga,Real Madrid CF,4,Spain,Right,79,61,71,66,87,82,68,https://cdn.sofifa.net/players/155/862/15_120.png,
164240,15,2014-09-18,Thiago Silva,Thiago Emiliano da Silva,CB,87,87,29,1984-09-22,183,79,Ligue 1,Paris Saint-Germain,2,Brazil,Right,78,57,72,72,90,80,71,https://cdn.sofifa.net/players/164/240/15_120.png,
168542,15,2014-09-18,David Silva,David Josué Jiménez Silva,"LM, CAM",87,87,28,1986-01-08,170,67,Premier League,Manchester City,21,Spain,Left,76,77,86,89,33,57,77,https://cdn.sofifa.net/players/168/542/15_120.png,
173731,15,2014-09-18,G. Bale,Gareth Frank Bale,"RM, RW",87,91,24,1989-07-16,183,74,La Liga,Real Madrid CF,11,Wales,Left,94,83,83,84,63,81,76,https://cdn.sofifa.net/players/173/731/15_120.png,
177003,15,2014-09-18,L. Modrić,Luka Modrić,"CM, CDM",87,87,28,1985-09-09,174,65,La Liga,Real Madrid CF,19,Croatia,Right,76,74,85,89,71,70,80,https://cdn.sofifa.net/players/177/003/15_120.png,
188545,15,2014-09-18,R. Lewandowski,Robert Lewandowski,"ST, CF",87,89,25,1988-08-21,184,78,Bundesliga,FC Bayern München,9,Poland,Right,80,84,74,85,39,78,77,https://cdn.sofifa.net/players/188/545/15_120.png,
10535,15,2014-09-18,Xavi,Xavier Hernández Creus,CM,86,86,34,1980-01-25,170,68,La Liga,FC Barcelona,6,Spain,Right,66,72,91,85,60,58,75,https://cdn.sofifa.net/players/010/535/15_120.png,
20289,15,2014-09-18,Y. Touré,Gnégnéri Yaya Touré,"CM, CDM",86,86,31,1983-05-13,189,90,Premier League,Manchester City,42,Côte d'Ivoire,Right,76,82,81,79,80,90,82,https://cdn.sofifa.net/players/020/289/15_120.png,
54050,15,2014-09-18,W. Rooney,Wayne Mark Rooney,"ST, CF, CAM",86,86,28,1985-10-24,176,83,Premier League,Manchester United,10,England,Right,76,87,80,83,44,87,81,https://cdn.sofifa.net/players/054/050/15_120.png,
139720,15,2014-09-18,V. Kompany,Vincent Jean Mpoy Kompany,CB,86,86,28,1986-04-10,192,85,Premier League,Manchester City,4,Belgium,Right,73,56,69,67,87,81,63,https://cdn.sofifa.net/players/139/720/15_120.png,
153079,15,2014-09-18,S. Agüero,Sergio Leonel Agüero del Castillo,ST,86,87,26,1988-06-02,172,74,Premier League,Manchester City,16,Argentina,Right,88,86,77,88,28,66,86,https://cdn.sofifa.net/players/153/079/15_120.png,
176635,15,2014-09-18,M. Özil,Mesut Özil,"CAM, LW",86,87,25,1988-10-15,183,76,Premier League,Arsenal,11,Germany,Left,74,74,86,87,27,58,76,https://cdn.sofifa.net/players/176/635/15_120.png,
178603,15,2014-09-18,M. Hummels,Mats Hummels,CB,86,88,25,1988-12-16,192,90,Bundesliga,Borussia Dortmund,15,Germany,Right,66,59,75,71,88,78,72,https://cdn.sofifa.net/players/178/603/15_120.png,
183898,15,2014-09-18,Á. Di María,Ángel Fabián Di María Hernández,"CAM, CM, RM",86,88,26,1988-02-14,180,70,Premier League,Manchester United,7,Argentina,Left,90,79,83,87,57,71,73,https://cdn.sofifa.net/players/183/898/15_120.png,
188350,15,2014-09-18,M. Reus,Marco Reus,"LM, RM, ST, CAM",86,88,25,1989-05-31,181,73,Bundesliga,Borussia Dortmund,11,Germany,Right,91,86,84,86,33,65,83,https://cdn.sofifa.net/players/188/350/15_120.png,
189596,15,2014-09-18,T. Müller,Thomas Müller,"RM, CAM, ST, LM",86,88,24,1989-09-13,186,75,Bundesliga,FC Bayern München,25,Germany,Right,81,84,82,80,46,72,86,https://cdn.sofifa.net/players/189/596/15_120.png,
190871,15,2014-09-18,Neymar,Neymar da Silva Santos Júnior,LW,86,91,22,1992-02-05,175,64,La Liga,FC Barcelona,11,Brazil,Right,90,80,72,92,30,58,81,https://cdn.sofifa.net/players/190/871/15_120.png,
192119,15,2014-09-18,T. Courtois,Thibaut Nicolas Marc Courtois,GK,86,90,22,1992-05-11,199,88,Premier League,Chelsea,13,Belgium,Left,,,,,,,27,https://cdn.sofifa.net/players/192/119/15_120.png,
198710,15,2014-09-18,J. Rodríguez,James David Rodríguez Rubio,"CAM, RW",86,92,22,1991-07-12,180,75,La Liga,Real Madrid CF,10,Colombia,Left,79,80,84,85,40,72,81,https://cdn.sofifa.net/players/198/710/15_120.png,
48940,15,2014-09-18,P. Čech,Petr Čech,GK,85,85,32,1982-05-20,196,90,Premier League,Chelsea,1,Czech Republic,Left,,,,,,,43,https://cdn.sofifa.net/players/048/940/15_120.png,
143001,15,2014-09-18,C. Tévez,Carlos Alberto Tevez,"ST, CF",85,85,30,1984-02-05,173,75,Serie A,Juventus,10,Argentina,Right,86,86,78,87,46,84,83,https://cdn.sofifa.net/players/143/001/15_120.png,
165153,15,2014-09-18,K. Benzema,Karim Benzema,ST,85,87,26,1987-12-19,184,79,La Liga,Real Madrid CF,9,France,Right,84,84,75,82,30,74,82,https://cdn.sofifa.net/players/165/153/15_120.png,
167948,15,2014-09-18,H. Lloris,Hugo Lloris,GK,85,86,27,1986-12-26,188,78,Premier League,Tottenham Hotspur,1,France,Left,,,,,,,40,https://cdn.sofifa.net/players/167/948/15_120.png,
177610,15,2014-09-18,Javi Martinez,Javier Martínez Aginaga,"CB, CDM, CM",85,86,25,1988-09-02,190,81,Bundesliga,FC Bayern München,8,Spain,Right,53,61,72,68,84,85,58,https://cdn.sofifa.net/players/177/610/15_120.png,
178088,15,2014-09-18,Juan Mata,Juan Manuel Mata García,"CAM, RM",85,86,26,1988-04-28,174,63,Premier League,Manchester United,8,Spain,Left,74,75,84,87,31,60,71,https://cdn.sofifa.net/players/178/088/15_120.png,
179813,15,2014-09-18,E. Cavani,Edinson Roberto Cavani Gómez,"ST, RW",85,87,27,1987-02-14,184,71,Ligue 1,Paris Saint-Germain,9,Uruguay,Right,79,83,70,80,41,81,82,https://cdn.sofifa.net/players/179/813/15_120.png,
179844,15,2014-09-18,Diego Costa,Diego da Silva Costa,ST,85,87,25,1988-10-07,188,81,Premier League,Chelsea,19,Spain,Right,82,83,63,79,40,88,76,https://cdn.sofifa.net/players/179/844/15_120.png,
181872,15,2014-09-18,A. Vidal,Arturo Erasmo Vidal Pardo,"CM, CDM",85,87,27,1987-05-22,180,75,Serie A,Juventus,23,Chile,Right,78,78,80,81,81,83,86,https://cdn.sofifa.net/players/181/872/15_120.png,
182521,15,2014-09-18,T. Kroos,Toni Kroos,"CM, CDM, CAM",85,88,24,1990-01-04,182,78,La Liga,Real Madrid CF,8,Germany,Right,58,81,89,84,58,69,73,https://cdn.sofifa.net/players/182/521/15_120.png,
183907,15,2014-09-18,J. Boateng,Jérôme Boateng,"CB, RB",85,86,25,1988-09-03,192,90,Bundesliga,FC Bayern München,17,Germany,Right,77,50,66,69,83,82,46,https://cdn.sofifa.net/players/183/907/15_120.png,
189511,15,2014-09-18,Sergio Busquets,Sergio Busquets i Burgos,"CDM, CM",85,89,25,1988-07-16,189,73,La Liga,FC Barcelona,5,Spain,Right,56,59,78,75,81,81,60,https://cdn.sofifa.net/players/189/511/15_120.png,
192318,15,2014-09-18,M. Götze,Mario Götze,"CAM, CF, CM, RM",85,91,22,1992-06-03,176,72,Bundesliga,FC Bayern München,19,Germany,Right,80,74,82,89,35,63,67,https://cdn.sofifa.net/players/192/318/15_120.png,
5479,15,2014-09-18,Casillas,Iker Casillas Fernández,GK,84,84,33,1981-05-20,185,84,La Liga,Real Madrid CF,1,Spain,Left,,,,,,,24,https://cdn.sofifa.net/players/005/479/15_120.png,
7763,15,2014-09-18,A. Pirlo,Andrea Pirlo,"CM, CDM",84,84,35,1979-05-19,177,68,Serie A,Juventus,21,Italy,Right,43,69,91,82,55,59,83,https://cdn.sofifa.net/players/007/763/15_120.png,
45197,15,2014-09-18,Xabi Alonso,Xabier Alonso Olano,"CDM, CM",84,84,32,1981-11-25,183,77,Bundesliga,FC Bayern München,3,Spain,Right,55,71,86,68,78,72,82,https://cdn.sofifa.net/players/045/197/15_120.png,
53302,15,2014-09-18,D. De Rossi,Daniele De Rossi,CDM,84,84,30,1983-07-24,185,83,Serie A,Roma,16,Italy,Right,68,71,79,75,82,84,75,https://cdn.sofifa.net/players/053/302/15_120.png,
138956,15,2014-09-18,G. Chiellini,Giorgio Chiellini,CB,84,84,29,1984-08-14,186,76,Serie A,Juventus,3,Italy,Left,76,51,55,56,87,86,55,https://cdn.sofifa.net/players/138/956/15_120.png,
139869,15,2014-09-18,W. Sneijder,Wesley Sneijder,"CAM, CM, LM",84,84,30,1984-06-09,170,67,Super Lig,Galatasaray SK,10,Netherlands,Right,75,80,87,84,48,63,80,https://cdn.sofifa.net/players/139/869/15_120.png,
143745,15,2014-09-18,A. Turan,Arda Turan,"LM, RM, CAM",84,88,27,1987-01-30,177,76,La Liga,Atlético de Madrid,10,Turkey,Right,76,74,83,86,61,72,73,https://cdn.sofifa.net/players/143/745/15_120.png,
146562,15,2014-09-18,Santi Cazorla,Santiago Cazorla González,"LM, CAM, RM",84,84,29,1984-12-13,168,66,Premier League,Arsenal,19,Spain,Right,73,78,85,87,31,61,75,https://cdn.sofifa.net/players/146/562/15_120.png,
148803,15,2014-09-18,K. Huntelaar,Klaas-Jan Huntelaar,ST,84,84,30,1983-08-12,186,83,Bundesliga,FC Schalke 04,25,Netherlands,Right,68,85,64,72,32,73,77,https://cdn.sofifa.net/players/148/803/15_120.png,
152729,15,2014-09-18,Piqué,Gerard Piqué Bernabéu,CB,84,89,27,1987-02-02,192,85,La Liga,FC Barcelona,3,Spain,Right,66,54,69,60,86,76,69,https://cdn.sofifa.net/players/152/729/15_120.png,
162895,15,2014-09-18,Cesc Fàbregas,Francesc Fàbregas i Soler,"CM, CAM",84,84,27,1987-05-04,179,85,Premier League,Chelsea,4,Spain,Right,68,79,88,81,64,63,86,https://cdn.sofifa.net/players/162/895/15_120.png,
165239,15,2014-09-18,S. Nasri,Samir Nasri,"LM, RM",84,86,27,1987-06-26,175,75,Premier League,Manchester City,8,France,Right,79,76,84,86,39,60,81,https://cdn.sofifa.net/players/165/239/15_120.png,
167664,15,2014-09-18,G. Higuaín,Gonzalo Gerardo Higuaín,ST,84,85,26,1987-12-10,184,82,Serie A,Napoli,9,Argentina,Right,81,84,68,80,30,71,77,https://cdn.sofifa.net/players/167/664/15_120.png,
168435,15,2014-09-18,S. Sirigu,Salvatore Sirigu,GK,84,85,27,1987-01-12,192,80,Ligue 1,Paris Saint-Germain,30,Italy,Right,,,,,,,33,https://cdn.sofifa.net/players/168/435/15_120.png,
177509,15,2014-09-18,M. Benatia,Medhi Amine El Mouttaqi Benatia,CB,84,86,27,1987-04-17,188,88,Bundesliga,FC Bayern München,5,Morocco,Right,75,45,54,64,88,84,46,https://cdn.sofifa.net/players/177/509/15_120.png,
179846,15,2014-09-18,S. Khedira,Sami Khedira,"CDM, CM",84,86,27,1987-04-04,189,85,La Liga,Real Madrid CF,6,Germany,Right,56,69,74,65,83,86,61,https://cdn.sofifa.net/players/179/846/15_120.png,
182493,15,2014-09-18,D. Godín,Diego Roberto Godín Leal,CB,84,84,28,1986-02-16,186,78,La Liga,Atlético de Madrid,2,Uruguay,Right,67,48,62,60,86,78,50,https://cdn.sofifa.net/players/182/493/15_120.png,
184941,15,2014-09-18,A. Sánchez,Alexis Alejandro Sánchez Sánchez,"RW, ST",84,88,25,1988-12-19,171,62,Premier League,Arsenal,17,Chile,Right,88,81,75,87,39,66,73,https://cdn.sofifa.net/players/184/941/15_120.png,
188152,15,2014-09-18,Oscar,Oscar dos Santos Emboaba Júnior,"CAM, RM",84,87,22,1991-09-09,179,67,Premier League,Chelsea,8,Brazil,Right,81,75,80,85,43,44,68,https://cdn.sofifa.net/players/188/152/15_120.png,
2196,15,2014-09-18,R. Weidenfeller,Roman Weidenfeller,GK,83,83,33,1980-08-06,188,85,Bundesliga,Borussia Dortmund,1,Germany,Left,,,,,,,29,https://cdn.sofifa.net/players/002/196/15_120.png,
13732,15,2014-09-18,J. Terry,John Terry,CB,83,83,33,1980-12-07,187,90,Premier League,Chelsea,26,England,Right,41,47,56,52,84,80,52,https://cdn.sofifa.net/players/013/732/15_120.png,
53612,15,2014-09-18,P. Mertesacker,Per Mertesacker,CB,83,83,29,1984-09-29,198,90,Premier League,Arsenal,4,Germany,Right,31,41,57,48,87,76,42,https://cdn.sofifa.net/players/053/612/15_120.png,
112253,15,2014-09-18,J. Toulalan,Jérémy Toulalan,"CDM, CM",83,83,30,1983-09-10,183,77,Ligue 1,AS Monaco,28,France,Right,53,50,77,71,79,82,56,https://cdn.sofifa.net/players/112/253/15_120.png,
120533,15,2014-09-18,Pepe,Kléper Laveran de Lima Ferreira,"CB, CDM",83,83,31,1983-02-26,188,81,La Liga,Real Madrid CF,3,Portugal,Right,73,51,58,59,84,83,57,https://cdn.sofifa.net/players/120/533/15_120.png,
137186,15,2014-09-18,A. Barzagli,Andrea Barzagli,CB,83,83,33,1981-05-08,186,79,Serie A,Juventus,15,Italy,Right,75,36,58,59,86,79,55,https://cdn.sofifa.net/players/137/186/15_120.png,
140601,15,2014-09-18,N. Vidić,Nemanja Vidić,CB,83,83,32,1981-10-21,190,88,Serie A,Inter,15,Serbia,Right,52,39,55,51,84,83,58,https://cdn.sofifa.net/players/140/601/15_120.png,
142754,15,2014-09-18,J. Mascherano,Javier Alejandro Mascherano,CB,83,83,30,1984-06-08,174,74,La Liga,FC Barcelona,14,Argentina,Right,69,59,70,69,84,80,64,https://cdn.sofifa.net/players/142/754/15_120.png,
146439,15,2014-09-18,Negredo,Álvaro Negredo Sánchez,ST,83,83,28,1985-08-20,186,79,La Liga,Valencia CF,7,Spain,Left,73,83,68,77,39,82,82,https://cdn.sofifa.net/players/146/439/15_120.png,
146530,15,2014-09-18,Dani Alves,Daniel Alves da Silva,RB,83,83,31,1983-05-06,173,64,La Liga,FC Barcelona,22,Brazil,Right,86,70,79,83,76,68,70,https://cdn.sofifa.net/players/146/530/15_120.png,
146536,15,2014-09-18,Jesús Navas,Jesús Navas González,RM,83,83,28,1985-11-21,170,60,Premier League,Manchester City,15,Spain,Right,91,71,78,84,29,53,56,https://cdn.sofifa.net/players/146/536/15_120.png,
146748,15,2014-09-18,Diego López,Diego López Rodríguez,GK,83,83,32,1981-11-03,196,87,Serie A,AC Milan,23,Spain,Right,,,,,,,31,https://cdn.sofifa.net/players/146/748/15_120.png,
148119,15,2014-09-18,I. Akinfeev,Igor Akinfeev,GK,83,83,28,1986-04-08,186,78,Premier League,PFC CSKA Moscow,35,Russia,Right,,,,,,,25,https://cdn.sofifa.net/players/148/119/15_120.png,
158133,15,2014-09-18,J. Farfán,Jefferson Agustín Farfán Guadalupe,RM,83,83,29,1984-10-26,178,84,Bundesliga,FC Schalke 04,17,Peru,Right,87,77,80,84,37,76,80,https://cdn.sofifa.net/players/158/133/15_120.png,
162347,15,2014-09-18,João Moutinho,João Filipe Iria Santos Moutinho,"CM, CAM",83,83,27,1986-09-08,171,61,Ligue 1,AS Monaco,8,Portugal,Right,74,75,83,82,71,72,70,https://cdn.sofifa.net/players/162/347/15_120.png,
162835,15,2014-09-18,S. Handanovič,Samir Handanovič,GK,83,83,29,1984-07-14,193,89,Serie A,Inter,1,Slovenia,Right,,,,,,,23,https://cdn.sofifa.net/players/162/835/15_120.png,
167628,15,2014-09-18,S. Ruffier,Stéphane Ruffier,GK,83,84,27,1986-09-27,188,90,Ligue 1,AS Saint-Étienne,16,France,Right,,,,,,,25,https://cdn.sofifa.net/players/167/628/15_120.png,
168609,15,2014-09-18,Miranda,João Miranda de Souza Filho,CB,83,83,29,1984-09-07,186,76,La Liga,Atlético de Madrid,23,Brazil,Right,76,49,56,57,84,79,49,https://cdn.sofifa.net/players/168/609/15_120.png,
168651,15,2014-09-18,I. Rakitić,Ivan Rakitić,"CAM, CM",83,84,26,1988-03-10,184,75,La Liga,FC Barcelona,4,Croatia,Right,69,82,87,81,55,67,78,https://cdn.sofifa.net/players/168/651/15_120.png,
170481,15,2014-09-18,E. Garay,Ezequiel Marcelo Garay,CB,83,85,27,1986-10-10,188,80,Premier League,Zenit St. Petersburg,24,Argentina,Right,52,57,68,64,86,78,76,https://cdn.sofifa.net/players/170/481/15_120.png,
170890,15,2014-09-18,B. Matuidi,Blaise Matuidi,"CDM, CM",83,85,27,1987-04-09,175,70,Ligue 1,Paris Saint-Germain,14,France,Left,78,67,76,76,84,82,56,https://cdn.sofifa.net/players/170/890/15_120.png,
171833,15,2014-09-18,D. Sturridge,Daniel Andre Sturridge,"ST, RW",83,86,24,1989-09-01,183,76,Premier League,Liverpool,15,England,Left,89,82,69,81,29,70,75,https://cdn.sofifa.net/players/171/833/15_120.png,
173210,15,2014-09-18,C. Marchisio,Claudio Marchisio,"CM, CDM, CAM",83,83,28,1986-01-19,179,76,Serie A,Juventus,8,Italy,Right,79,76,81,83,74,79,75,https://cdn.sofifa.net/players/173/210/15_120.png,
173221,15,2014-09-18,A. Candreva,Antonio Candreva,RW,83,84,27,1987-02-28,181,72,Serie A,Lazio,87,Italy,Right,85,79,82,84,57,74,88,https://cdn.sofifa.net/players/173/221/15_120.png,
174543,15,2014-09-18,C. Bravo,Claudio Andrés Bravo Muñoz,GK,83,83,31,1983-04-13,185,84,La Liga,FC Barcelona,13,Chile,Right,,,,,,,23,https://cdn.sofifa.net/players/174/543/15_120.png,
180206,15,2014-09-18,M. Pjanić,Miralem Pjanić,CM,83,86,24,1990-04-02,180,74,Serie A,Roma,15,Bosnia and Herzegovina,Right,72,75,85,84,63,66,79,https://cdn.sofifa.net/players/180/206/15_120.png,
180930,15,2014-09-18,E. Džeko,Edin Džeko,ST,83,83,28,1986-03-17,193,84,Premier League,Manchester City,10,Bosnia and Herzegovina,Right,71,84,68,78,36,71,74,https://cdn.sofifa.net/players/180/930/15_120.png,
181783,15,2014-09-18,M. Mandžukić,Mario Mandžukić,ST,83,83,28,1986-05-21,187,84,La Liga,Atlético de Madrid,9,Croatia,Right,75,82,61,75,43,87,80,https://cdn.sofifa.net/players/181/783/15_120.png,
186561,15,2014-09-18,A. Ramsey,Aaron James Ramsey,"CM, CDM",83,86,23,1990-12-26,177,70,Premier League,Arsenal,16,Wales,Right,71,78,79,80,70,77,76,https://cdn.sofifa.net/players/186/561/15_120.png,
186942,15,2014-09-18,İ. Gündoğan,İlkay Gündoğan,"CM, CDM, CAM",83,87,23,1990-10-24,180,79,Bundesliga,Borussia Dortmund,8,Germany,Right,79,70,83,86,67,70,72,https://cdn.sofifa.net/players/186/942/15_120.png,
189358,15,2014-09-18,S. Kagawa,香川 真司,"CAM, LM, CM",83,83,25,1989-03-17,172,64,Bundesliga,Borussia Dortmund,7,Japan,Right,82,73,76,88,32,49,70,https://cdn.sofifa.net/players/189/358/15_120.png,
189362,15,2014-09-18,Hulk,Givanildo Vieira de Souza,"RW, ST, RM",83,83,27,1986-07-25,180,85,Premier League,Zenit St. Petersburg,7,Brazil,Left,85,87,80,81,43,86,83,https://cdn.sofifa.net/players/189/362/15_120.png,
189505,15,2014-09-18,Pedro,Pedro Eliezer Rodríguez Ledesma,"LW, RW",83,86,26,1987-07-28,169,64,La Liga,FC Barcelona,7,Spain,Right,83,76,78,84,37,60,66,https://cdn.sofifa.net/players/189/505/15_120.png,
193080,15,2014-09-18,De Gea,David De Gea Quintana,GK,83,87,23,1990-11-07,193,82,Premier League,Manchester United,1,Spain,Right,,,,,,,40,https://cdn.sofifa.net/players/193/080/15_120.png,
193082,15,2014-09-18,J. Cuadrado,Juan Guillermo Cuadrado Bello,"RM, LM",83,87,26,1988-05-26,176,66,Serie A,Fiorentina,11,Colombia,Right,93,77,76,87,57,71,65,https://cdn.sofifa.net/players/193/082/15_120.png,
